Created,Domain,Title
1488328604.0,aljazeera.com,Largest post-coup bid trial opens with 330 suspects
1488311424.0,aljazeera.com,Refugee child abuse rampant in Libya: UNICEF
1488267174.0,aljazeera.com,Syria opposition calls for Russian backing in Geneva
1488249786.0,aljazeera.com,Rebels return soldiers' bodies to Azerbaijan after row
1488222100.0,aljazeera.com,"Taliban confirm senior Taliban leader, Mullah Abdul Salam Akhund, death, saying he was killed by a US bombing raid in Kunduz."
1488054066.0,aljazeera.com,"Turkey's AKP Pushing Voters to Amend Constitution, Which Would Abolish Prime Minister Position and Extend Erdogan's Presidential Term"
1488006003.0,aljazeera.com,Pretoria: Violence erupts at anti-migrant protest
1487954865.0,aljazeera.com,Car bomber kills 29 in Syria's al-Bab | News | Al Jazeera
1487859606.0,aljazeera.com,Rebels seek 'direct negotiations' with Assad government
1487825214.0,aljazeera.com,Greece charges French cleric with child refugees sexual abuse
1487756923.0,aljazeera.com,Nigerians in S Africa 'living in fear' after attacks
1487710018.0,aljazeera.com,Explosions rock district courts in Charsadda
1487666777.0,aljazeera.com,Army spies arrested over Lasantha Wickrematunge murder (Sri Lanka)
1487644367.0,aljazeera.com,Iraqi forces push into ISIL-held southern Mosul
1487629659.0,aljazeera.com,Duterte pays police to kill opponents and drug dealers.
1487622011.0,aljazeera.com,Syria's 'White Helmets' makers get US visas for Oscars
1487625151.0,aljazeera.com,Malaysia-North Korea row escalates over Kim Jong-nam
1487600977.0,aljazeera.com,Netanyahu spurned secret peace offer: Ex-officials | Israel News | Al Jazeera
1487605603.0,aljazeera.com,"Adolf Hitler's phone sells for more than $240,000"
1487557158.0,aljazeera.com,Afghan snowstorms death toll jumps
1487548497.0,aljazeera.com,Ecuador votes in crucial general elections
1487531016.0,aljazeera.com,South Sudan military officials quit over 'war crimes'
1487440509.0,aljazeera.com,"While Iceland Enjoys Tourism Boom, 2 Industries Battling It Out: Whale-Hunting & Whale-Watching - There's now massive demand for whale meat driven by restaurants catering to tourists. While most Icelanders do not eat whale, 12% of tourists do. Most tourists are from China."
1487387137.0,aljazeera.com,"Seven suicide bombers, six of them women, have blown themselves up while trying to attack the northeast Nigerian city of Maiduguri"
1487385022.0,aljazeera.com,Battle for Mosul upends false Iraq narrative - Analysis: The success of Iraq's counterterrorism forces highlights deep public misconceptions about the war on ISIL.
1487357314.0,aljazeera.com,"More than 1,000 migrants storm border at Spain's Ceuta"
1487289597.0,aljazeera.com,Duterte pressed for details of $44m 'hidden deposit'
1487279714.0,aljazeera.com,Superspreaders Caused Much of the 2014 Ebola Epidemic. Just 3% of infected people caused 2/3 of overall infections.
1487226694.0,aljazeera.com,UAE seeks to build human settlement on Mars by 2117
1487196028.0,aljazeera.com,Figures collated by British news agency show big increase in attacks after Britons voted to leave the European Union.
1487182116.0,aljazeera.com,Female suspect arrested over death of Kim Jong-nam
1487045223.0,aljazeera.com,Kenyan doctors' union officials jailed over strike
1487035131.0,aljazeera.com,Guterres defends choice of Palestinian as Libya envoy
1487023780.0,aljazeera.com,Pakistan: Powerful bomb blast rocks Lahore
1487019053.0,aljazeera.com,Tens of thousands defy cold to protest for 13th day
1487013197.0,aljazeera.com,Saudi Crown Prince Muhammed bin Nayef receives CIA award for 'counter-terrorism'
1487004796.0,aljazeera.com,UN: NATO air raids kill 18 civilians in Helmand
1486952242.0,aljazeera.com,Erdogan: Turkish army aims to cleanse Raqqa from ISIL
1486955911.0,aljazeera.com,Pakistan's senate boycotts UN event over US visa delay
1486962754.0,aljazeera.com,India's army kills four suspected rebels in Kashmir
1486882913.0,aljazeera.com,Palestine writer 'unable to go home' after ban on novel. Ramallah-based writer stranded abroad after controversial novel banned and an arrest warrant issued.
1486874964.0,aljazeera.com,Iraqi security forces wound at least 320 protesters in Baghdad earlier today
1486860199.0,aljazeera.com,Violence claims lives at Baghdad protest rally
1486865890.0,aljazeera.com,Violence grips protest rally in Baghdad
1486860180.0,aljazeera.com,Syrian rebels and Turkish troops enter ISIL-held Al Bab
1486866497.0,aljazeera.com,Brazil: More troops and vehicles to be sent to Espirito Santo following deaths of over 100 people during week of police strike.
1486821107.0,aljazeera.com,Seventeen killed in Angola stadium stampede
1486779525.0,aljazeera.com,Paris police say rape of black man an 'accident'
1486776516.0,aljazeera.com,Hungary to detain refugees in container camps on border
1486778818.0,aljazeera.com,Kremlin: Turkey gave target for mistaken Syria strike
1486767118.0,aljazeera.com,Pope Francis decries atrocities on Rohingya Muslims
1486768751.0,aljazeera.com,Shai Masot courted SNP's Angus Robertson ahead of trip
1486653737.0,aljazeera.com,Jordanian activists released after spy agency crackdown
1486645457.0,aljazeera.com,UK to end 'Dubs' scheme to resettle refugee children
1486599627.0,aljazeera.com,"Kremlin critic gets five-year suspended sentence in retrial, which bars him from running for president in next election."
1486605180.0,aljazeera.com,Abdullahi Mohammed Farmaajo declared Somalia president
1486597488.0,aljazeera.com,ICRC: Six Red Cross aid workers killed in Afghanistan
1486599598.0,aljazeera.com,Colombia and ELN in talks to end 52 years of war
1486559072.0,aljazeera.com,Scotland rejects triggering Brexit in non-binding vote
1486555226.0,aljazeera.com,"Land grab law 'allows theft, stalls peace process'"
1486541740.0,aljazeera.com,"Syria hanged 13,000 in Saydnaya prison: Amnesty"
1486490616.0,aljazeera.com,"Geert Wilders' campaign alters picture to show election opponent holding sign saying, ""Islam will conquer Europe""."
1486469775.0,aljazeera.com,Government defies calls to quit despite mass rallies
1495616887.0,bbc.com,Indian army awards soldier for using Kashmiri as a 'human shield' by tying him to a jeep and parading him
1495582759.0,bbc.com,Ex-national security adviser 'lied' on security clearance - BBC News
1495566714.0,bbc.com,Germany cracks Europe-wide burglary gang of 500 members
1495567271.0,bbc.com,Trump 'to do everything' for Middle East peace - BBC News
1495568796.0,bbc.com,Bahrain police 'open fire on sit-in' around Shia cleric's home
1495564345.0,bbc.com,More evidence for WannaCry 'link' to North Korea hackers
1495539729.0,bbc.com,Gambian ex-President Yahya Jammeh stole $50 million from the state before he left the country.
1495543704.0,bbc.com,Trump to meet Palestinian leader Abbas in West Bank - BBC News
1495525769.0,bbc.com,Greece fails to secure fresh bailout funds
1495524906.0,bbc.com,Park Geun-hye: S Korea awaits trial of impeached president
1495527160.0,bbc.com,"Portugal back to fiscal health, says EU"
1495503585.0,bbc.com,Stockpiles of dead tiger and rhino body parts go up in smoke in Nepal - BBC News
1495508140.0,bbc.com,Turkey crowd taunts coup suspects at mass trial near Ankara
1495496397.0,bbc.com,General election: Theresa May denies social care U-turn
1495503437.0,bbc.com,General election 2017: May defends revised social care plans - BBC News
1495481445.0,bbc.com,New rules in UK have come into force which mean cigarettes and tobacco must be sold in plain green packets and carry graphic health warnings.
1495475170.0,bbc.com,Head of government praises woman who cut genitals of 'rapist holy man'.
1495494337.0,bbc.com,"While the US signs a 100 billion dollar arms deal with SA, Yemen faces a major cholera outbreak"
1495474092.0,bbc.com,General election 2017: Labour brings forward tuition fees pledge
1495474524.0,bbc.com,"'Car boot-sale' diamond set to fetch £350,000 at auction"
1495461354.0,bbc.com,North Korea confirms 'successful' new ballistic missile test - BBC News
1495472969.0,bbc.com,Donald Trump visits Israel amid tight security - BBC News
1495438484.0,bbc.com,Anti-government protesters set an alleged thief alight and a university student lost his life as Venezuelans marked the 50th day of demonstrations
1495421888.0,bbc.com,Switzerland votes to phase out nuclear power
1495421411.0,bbc.com,Teenager airlifted to hospital after Merthyr quarry fall - BBC News
1495407154.0,bbc.com,Trump's Saudi speech to condemn violence in name of religion
1495388254.0,bbc.com,German woman killed and Afghan guard beheaded in Kabul
1495401434.0,bbc.com,Women's servitude blights Philippine society
1495406411.0,bbc.com,General election campaign paused to remember MP Jo Cox - BBC News
1495394965.0,bbc.com,Canada's Justin Trudeau photobombs students' prom picture - BBC News
1495372608.0,bbc.com,Treating children with electroconvulsive therapy
1495383248.0,bbc.com,"More than 2,000 weapons seized from schools - BBC News"
1495380435.0,bbc.com,Fernando Alonso seventh fastest on day 1 of qualifying - Indianapolis 500
1495386955.0,bbc.com,Wanted: Top doctor to care for 7 billion people - BBC News
1495364932.0,bbc.com,South African men march against abuse of women and children
1495350381.0,bbc.com,Iran election: Hassan Rouhani says voters rejected extremism
1495304446.0,bbc.com,Iran's Hassan Rouhani wins second term as president
1495306523.0,bbc.com,Iran's Hassan Rouhani wins second term as president
1495300145.0,bbc.com,Iran's Hassan Rouhani wins second term as president - BBC News
1495285301.0,bbc.com,Iran election: Hassan Rouhani on course for second term
1495296048.0,bbc.com,Prince death: Singer's sister and half-siblings declared heirs
1495285378.0,bbc.com,"Sebastian ""Baste"" Duterte: The rebel surfer son of the Philippines President"
1495286794.0,bbc.com,China claims breakthrough in mining 'flammable ice' - BBC News
1495279189.0,bbc.com,Italy makes 12 vaccinations compulsory for children
1495263639.0,bbc.com,Italy makes 12 vaccinations compulsory for children
1495278927.0,bbc.com,Libya death toll 'rises to 140' at Brak El-Shati airbase
1495247466.0,bbc.com,Mobs have killed six people in India because of rumors of a child abduction ring.
1495255868.0,bbc.com,Greece battles locust plague on Agios Efstratios island
1495238285.0,bbc.com,Why don't we elect MPs by proportional representation?
1495255997.0,bbc.com,'Major breakthrough' in Norway's 46-year-old Isdal woman mystery
1495241809.0,bbc.com,Decoding Antarctica's response to a warming world - BBC News
1495241580.0,bbc.com,Julian Assange defiant as Sweden drops rape investigation - BBC News
1495242228.0,bbc.com,Libya clashes 'kill 60' at Brak El-Shati airbase - BBC News
1495232461.0,bbc.com,Tony and Julie Wadsworth 'had sex in parkland' - BBC News
1495219132.0,bbc.com,UN looks to protect birds from green energy threats - BBC News
1495214713.0,bbc.com,WannaCry: What can you do to protect your business? - BBC News
1495177171.0,bbc.com,US summons Turkey envoy for embassy brawl - BBC News
1495189777.0,bbc.com,"Chinese jets intercept US aircraft over East China Sea, US says - BBC News"
1495190456.0,bbc.com,Japanese Government approves abdication bill
1495188316.0,bbc.com,Iran election: Rouhani seeks second term as president - BBC News
1495178023.0,bbc.com,"Laptop bombs a question of when not if, says UN official"
1495165960.0,bbc.com,Brazil president 'won't quit' over bribe claim
1495148367.0,bbc.com,First N Korea-Russia ferry service opens despite UN sanctions - BBC News
1495137957.0,bbc.com,Turkey says 'pro-Kurd' US envoy Brett McGurk should leave
1495131245.0,bbc.com,Japan's economy grows faster than expected
1495137022.0,bbc.com,"Treasure trove of new plant discoveries revealed - Almost 2,000 new species of plant discovered in past yr. Many have potential as food crops, medicines or sources of timber. However, some are already at risk of extinction."
1495137728.0,bbc.com,India's Zomato says data from 17 million users stolen
1495142357.0,bbc.com,"China’s Dog Meat Festival May Have to Cancel the Dog, Activists Say"
1495137501.0,bbc.com,Syria conflict: Turkey opens 'city' for orphans of the war
1495138198.0,bbc.com,Petrol bombs thrown in Burnopfield stand-off
1495111349.0,bbc.com,Paris climate deal is 'lifeline' for world's poorest countries
1495118395.0,bbc.com,US and EU reject expanding laptop ban to flights from Europe - BBC News
1495124030.0,bbc.com,The five big announcements from Google I/O
1495063820.0,bbc.com,India police kill 16 Maoist rebels in Chhattisgarh state
1495063977.0,bbc.com,US-led coalition denies bombing civilians in Syrian town
1495047231.0,bbc.com,Wikileaks: Chelsea Manning to be freed from prison decades early - BBC News
1495053887.0,bbc.com,Cage director charged for failing to disclose passwords - BBC News
1495054067.0,bbc.com,Ethiopian politician Yonatan Tesfaye guilty of terror charge
1495056772.0,bbc.com,ndonesia's Aceh: Two gay men sentenced to 85 lashes
1495032779.0,bbc.com,Venezuela: Two more anti-government protesters killed
1495021974.0,bbc.com,"A congressional commission in Brazil led by a powerful farming lobby has recommended dismantling the country's indigenous rights agency, Funai. It said the agency currently run by anthropologists should be replaced with one controlled by the justice ministry."
1495017728.0,bbc.com,Iran election: Jahangiri withdraws and endorses Rouhani
1494997687.0,bbc.com,Canada government tables airline passenger bill of rights
1494983385.0,bbc.com,Greek economy sinks back into recession
1494990921.0,bbc.com,Hebe de Bonafini: Head of Argentina Mothers of Plaza de Mayo group indicted
1494992733.0,bbc.com,Julian Assange: Ecuador 'concerned' over lack of progress
1494968940.0,bbc.com,Chechnya accused of 'gay genocide' in ICC complaint: Three French gay rights groups have accused the Russian republic of Chechnya of a policy of genocide towards gay people in a complaint filed at the International Criminal Court.
1494958480.0,bbc.com,"Ukraine has imposed a ban on Russia's biggest social media networks and internet services popular with millions. Those targeted include social networks VK.com and Odnoklassniki, search engine Yandex and the Mail.ru email service."
1494964958.0,bbc.com,Uganda President Museveni warns against torture use - BBC News
1494940750.0,bbc.com,"Open Sesame: Science centre opens in Jordan, with scientific collaboration between Israel, Palestine, Jordan and Iran"
1494938473.0,bbc.com,Venezuela: Teenager killed as mass protests rage
1494916407.0,bbc.com,UN condemns North Korean missile test - BBC News
1494915953.0,bbc.com,Singapore: LGBT rally says 'no choice' but to bar outsiders
1494900383.0,bbc.com,Global manhunt for WannaCry creators
1494899752.0,bbc.com,London private school may let boys wear skirts - BBC News
1494903922.0,bbc.com,"Syria's Saydnaya prison crematorium hid killings, says US"
1494902429.0,bbc.com,Kelvin Mackenzie leaves the sun “by mutual consent”
1494879750.0,bbc.com,"Dinosaur asteroid hit 'worst possible place' - Scientists in the Gulf of Mexico drilled into the 66m- yr-old impact crater of an asteroid associated with the demise of the dinosaurs. It wasn’t the size, blast, or even its global reach that made them extinct – it was where it happened."
1494875806.0,bbc.com,"Group who helped Edward Snowden denied Hong Kong asylum, facing deportation"
1494881716.0,bbc.com,Wanna Cry ransomware cyber-attacks slow but fears remain
1494872980.0,bbc.com,Mexico: Secret tunnel found in Reynosa prison
1494881921.0,bbc.com,France's Macron names Republican Philippe as PM
1494861789.0,bbc.com,North Korea missile test was 'new type of ballistic rocket'
1494868900.0,bbc.com,In pictures: Australian rules football arrives in China - BBC News
1494860906.0,bbc.com,Microsoft warns ransomware cyber-attack is a wake-up call
1494849197.0,bbc.com,Ivory Coast Army launches operation 'to restore order' after mutiny
1494853995.0,bbc.com,Seventeen killed in mass prison break in Papua New Guinea
1494808549.0,bbc.com,Putin plays piano ahead of Xi talks - BBC News
1494815483.0,bbc.com,NHS cyber-attack: More ransomware cases 'likely on Monday'
1494819483.0,bbc.com,S Korea leader Moon scraps state-issued history books
1494808949.0,bbc.com,Angela Merkel's CDU 'seizes key state from rivals'
1494810521.0,bbc.com,Moscow protests over demolition of Soviet-era homes
1494814890.0,bbc.com,Ransomware cyber-attack threat escalating - Europol
1494783101.0,bbc.com,Macron inaugurated at Elysee Palace
1494787230.0,bbc.com,Cyber attack escalating -- Europol
1494785126.0,bbc.com,"Greece train hits house after derailing, killing two."
1494785581.0,bbc.com,China invests $124bn in Belt and Road global trade project
1494800841.0,bbc.com,Emmanuel Macron inauguration: French president vows new start - BBC News
1494791057.0,bbc.com,Global cyber-attack: Security blogger halts ransomware 'by accident' - BBC News
1494795654.0,bbc.com,Zika virus: Brazil says emergency is over
1494762978.0,bbc.com,"Next cyber-attack could be imminent, warn experts"
1494771664.0,bbc.com,"Next cyber-attack could be imminent, warn experts."
1494744377.0,bbc.com,Polish tourist's death in Egypt 'may be linked to trafficking'
1494754488.0,bbc.com,Mummies in ancient Egypt burial site
1494721303.0,bbc.com,"A total of 48 NHS trusts were hit by Friday's cyber-attack, of which all but six are now back to normal, Home Secretary Amber Rudd has said. Worldnews"
1494722789.0,bbc.com,Ivory Coast: Soldiers cut off second city Bouaké - BBC News
1494704196.0,bbc.com,Pope Francis canonises two children at Portugal's Fatima shrine: It is 100 years since the two - and a third child - reported seeing the Virgin Mary while tending sheep. The third is also on the way to sainthood.
1494707469.0,bbc.com,North Korea 'would hold talks' with Trump administration
1494715514.0,bbc.com,Cyber-attack: Europol says it was unprecedented in scale - BBC News
1494717134.0,bbc.com,Prime Minister Justin Trudeau brings his toddler to work - BBC News
1494663722.0,bbc.com,Chinese lawyer 'wore torture device for a month' - BBC News
1494670202.0,bbc.com,Colombia Farc: First group of rebels rejoin civilian life
1494671641.0,bbc.com,Lack of dust makes China's air pollution much worse - BBC News
1494641571.0,bbc.com,Italian court confirms 16-year jail sentence for captain of stricken cruise ship Costa Concordia in which 32 died
1494634085.0,bbc.com,Ebola: WHO declares outbreak in DR Congo - BBC News
1494643341.0,bbc.com,Pakistan bomb attack: Balochistan blast kills 25 - BBC News
1494633079.0,bbc.com,BBC: Ransomware attacks reported in Europe
1494633347.0,bbc.com,Ransomware attacks reported through Europe
1494633275.0,bbc.com,US and China sign trade agreement - BBC News
1494649351.0,bbc.com,A Russian honeytrap for Gen Flynn? Not me...
1494647884.0,bbc.com,Harry Potter prequel stolen in Birmingham burglary - BBC News
1494633121.0,bbc.com,Ransomware attacks reported in Europe
1494652708.0,bbc.com,Chelsea secured their fifth Premier League title with a dramatic late victory at West Brom.
1494648227.0,bbc.com,'Love rival' Cardiff pair jailed for crash death - BBC News
1494628108.0,bbc.com,UAE princesses accused of servant abuses in Brussels
1494589452.0,bbc.com,'Proud to be Japanese' posters star Chinese woman - BBC News
1494597433.0,bbc.com,"Whistleblower sparks Hyundai and Kia recall of 240,000 cars"
1494579303.0,bbc.com,Mexican Who Searched For 'Disappeared' is Killed
1494568288.0,bbc.com,Manchester United 1-1 Celta Vigo (2-1 agg)
1494548289.0,bbc.com,FBI acting boss Andrew McCabe stands by Russia probe - BBC News
1494545264.0,bbc.com,France's Macron announces gender equal list of political outsiders - BBC News
1494549214.0,bbc.com,IS defector: 'I want to go home'
1494549406.0,bbc.com,"Labour leader Jeremy Corbyn has said the party's manifesto has been ""unanimously agreed"" and will be published ""in the next few days"". Worldnews"
1494548423.0,bbc.com,Mosul battle will be finished within days - Iraqi army chief
1494558740.0,bbc.com,Ex-wife gets £453 million divorce payment - BBC News
1494558413.0,bbc.com,Duchess of Cambridge visits Luxembourg to mark 150 year treaty - BBC News
1494539963.0,bbc.com,Egypt 'uncovers burial chamber of pharaoh's daughter' - BBC News
1494535344.0,bbc.com,Zimbabwe's Robert Mugabe 'not asleep just resting his eyes'
1494532216.0,bbc.com,Chechnya gay rights: Activists with petition held in Moscow
1494532323.0,bbc.com,North Korea's Berlin hostel targeted by German sanctions
1494524933.0,bbc.com,Triple talaq: India top court reviews Islamic instant divorce - BBC News
1494540606.0,bbc.com,Austria convicts asylum seeker of Syria war crimes
1494541847.0,bbc.com,The floating pig that became a sign of protest
1494512029.0,bbc.com,"A cold-calling firm has been fined a record £400,000 by the Information Commissioner's Office (ICO) for making almost 100 million nuisance calls."
1494508855.0,bbc.com,At least 22 killed by collapsing wall at Indian wedding
1494508547.0,bbc.com,Documents sought from ex-Trump adviser over Russia inquiry
1494522229.0,bbc.com,The quest to help astronauts sleep better
1494500845.0,bbc.com,HIV life expectancy 'near normal' thanks to new drugs
1494500119.0,bbc.com,Hong Kong pro-democracy rally venue bid rejected - BBC News
1494472793.0,bbc.com,An evangelical Nicaraguan pastor and four followers have been sentenced to 30 years for burning a woman to death in a so-called exorcism ritual.
1494464670.0,bbc.com,Australian politician becomes first to breastfeed in parliament - world News
1494437301.0,bbc.com,Women trafficked to Glasgow for sham marriages
1494453937.0,bbc.com,UN examines fossil fuel influence in climate talks process
1494453415.0,bbc.com,South Africa's Stellenbosch University in Nazi furore
1494430514.0,bbc.com,Qantas chief Alan Joyce 'to press charges' over pie incident - BBC News
1494415998.0,bbc.com,Australian politician becomes first to breastfeed in parliament - BBC News
1494435972.0,bbc.com,Fifa: Ousted ethics chiefs were investigating 'hundreds' of cases
1494432107.0,bbc.com,'Heart attack risk' for common Nsaid painkillers - BBC News
1494426159.0,bbc.com,General election 2017: Labour and Lib Dems pledge school cash - BBC News
1494435628.0,bbc.com,Drayton Manor: Evha Jannath named as ride death girl - BBC News Worldnews
1494415933.0,bbc.com,Moon Jae-in: South Korea's new leader to be sworn in - BBC News
1494399908.0,bbc.com,"Chinese President Xi Jinping has vowed to protect the landmark Paris agreement, which aims to curb climate change and fossil fuel emissions. He made the promise in a phone call with incoming French President Emmanuel Macron, the Chinese foreign ministry said in a statement."
1494410196.0,bbc.com,Buddha's birthplace in Nepal faces a serious threat from air pollution.
1494384314.0,bbc.com,Syria war: US to arm Kurds in battle for Raqqa - BBC News Worldnews
1494373424.0,bbc.com,Irish police drop Stephen Fry blasphemy probe
1494387216.0,bbc.com,Marion Maréchal-Le Pen 'to quit politics'
1494376254.0,bbc.com,The Japanese manga comic helping Syrian refugee children dream
1494382580.0,bbc.com,The most promising route to ‘mental superpowers’ world news
1494374438.0,bbc.com,Climate change: China vows to defend Paris agreement - BBC News World News
1494379576.0,bbc.com,Migrant crisis: UN says 250 missing in shipwrecks - Worldnews
1494379904.0,bbc.com,Smartphone 'orders' body to treat diabetes
1494373361.0,bbc.com,China South Korea: Tunnel coach crash kills 11 children
1494367268.0,bbc.com,A third man has been arrested in German army terror case. The high ranking lieutenant among with other arrested soldiers were allegedly part of a plot to stage a gun attack and make it look like the work of Islamic militants
1494367426.0,bbc.com,"Venezuela indigenous group flees crisis for Brazil — The Warao say they travelled around 2,000 km (1,250 miles) and are fleeing hunger and Venezuela's worsening economic and political crisis"
1494364456.0,bbc.com,Venezuela Maduro: military courts 'used against protesters'
1494367289.0,bbc.com,"Venezuela Maduro: military courts 'used against protesters' — military hearings involving civilians had been taking place for several days. ""So far, 75 people have been brought before Venezuelan military courts,"" Alfredo Romero, a lawyer for Foro Penal, told"
1494366396.0,bbc.com,Jeremy Corbyn says elites want to 'hijack Brexit' - BBC News
1494365105.0,bbc.com,"Taliban fight: US may send 3,000 more troops to Afghanistan - BBC News"
1494363418.0,bbc.com,Macron: Behind the scenes with France's new president - BBC News
1494351265.0,bbc.com,Indigenous people exposed to UK nuclear tests given healthcare aid - BBC News
1494370372.0,bbc.com,Aine Davis guilty of being senior Islamic State member - BBC News
1494353243.0,bbc.com,The Japanese manga comic helping Syrian refugee children dream - BBC News
1494330694.0,bbc.com,Jakarta governor Ahok found guilty of blasphemy
1494311462.0,bbc.com,"Facebook must delete hate postings, Austria court rules - BBC News"
1494308114.0,bbc.com,Teen's 'treasure' buried in Welwyn in 1981 found - BBC News
1494324179.0,bbc.com,Venezuela indigenous group flees crisis for Brazil - BBC News
1494321930.0,bbc.com,South Korea election: Polls open to choose new president - BBC News
1494319572.0,bbc.com,Trump shadow hangs over climate talks opening
1494307950.0,bbc.com,"Riots have hit a small town in South Africa after a magistrate granted bail to two white farmers accused of murdering a 16-year-old black boy. Anger erupted in the maize producing town of Coligny, after residents learned that the two suspects had been freed"
1494287484.0,bbc.com,Emmanuel Macron: What world leaders said - and what they think - BBC News
1494286580.0,bbc.com,Emmanuel Macron: Tough task ahead after victory in France - BBC News
1494295702.0,bbc.com,Syria war: Rebels start leaving Damascus district of Barzeh
1494265440.0,bbc.com,"France bans extremely thin models, a new law bans the use of unhealthily thin fashion models."
1494283273.0,bbc.com,Palestinian hunger strike leader Barghouti 'filmed eating'
1494247434.0,bbc.com,Men-only island set for UNESCO World Heritage status.
1494242770.0,bbc.com,Tories will keep pledge to cut migration to 'tens of thousands' - BBC News
1494237566.0,bbc.com,"More than 1,400 mistakes are being recorded by maternity staff in hospitals in England each week on average. For some families, those errors can have life-changing consequences."
1494220173.0,bbc.com,Afghanistan: IS head killed in raid - President Ghani
1494206029.0,bbc.com,Rich List 2017: UK's super-rich carry on making billions - BBC News
1494204183.0,bbc.com,India launches South Asia satellite
1494219571.0,bbc.com,Amber Rudd won't say if immigration target to stay
1494199991.0,bbc.com,Funny Protest against NZ Government
1494199017.0,bbc.com,Uber Under Criminal Case
1494185765.0,bbc.com,Afghan conflict: Families flee Taliban Kunduz assault
1494191870.0,bbc.com,North Korea 'detains US citizen Kim Hak-song' - BBC News
1494188404.0,bbc.com,German military searches all barracks for Nazi material
1494162457.0,bbc.com,"France bans captive breeding of dolphins, killer whales"
1494163636.0,bbc.com,"Pope Francis has criticised the naming of the US military's largest non-nuclear explosive ever used in combat as 'the mother of all bombs'. ""I was ashamed when I heard the name. A mother gives life and this one gives death, and we call this device a mother. What is going on?"""
1494161599.0,bbc.com,French elections: Voters decide between Le Pen and Macron - BBC News
1494135343.0,bbc.com,General election 2017: Lib Dems pledge winter fuel cuts to protect pensions - BBC News
1494107409.0,bbc.com,"Canada considers retaliation for new 24% US tariff on softwood lumber. Prime Minister Trudeau wrote to British Columbia premier Christy Clark to say that he was ""carefully and seriously"" considering trade action on US coal exports."
1494103054.0,bbc.com,"£1,000 reward for missing owl chicks in Hong Kong"
1494072162.0,bbc.com,Canada considers retaliation for US tariff on softwood lumber - BBC News
1494069161.0,bbc.com,Syria: Safe zones plan comes into force
1494058614.0,bbc.com,"The head of Brazil's indigenous rights agency, Funai, has been sacked, days after a brutal attack in which at least 10 indigenous people were hurt."
1494042628.0,bbc.com,Chechnya gay rights: Putin backs inquiry into hate crimes
1494042584.0,bbc.com,Syria: Safe zones to come into force at midnight - Russia
1494021408.0,bbc.com,India launches 'invaluable' South Asia satellite
1494021900.0,bbc.com,Full text of North Korea's allegations against the US and South Korea
1494025599.0,bbc.com,India court upholds 2012 Delhi gang rapists' death penalty
1494008206.0,bbc.com,India court upholds 2012 Delhi gang rapists' death penalty
1493995196.0,bbc.com,Woman who helps thirsty pigs evades jail
1493995280.0,bbc.com,'I love Australia' Trump says as leaders meet after refugee row - BBC News
1493956799.0,bbc.com,"17-year-old anti-government protester killed by Venezuelan National Guard, raising the death toll to over 30"
1493939997.0,bbc.com,At least 21 Iran miners killed trying to save trapped colleagues
1493937087.0,bbc.com,Spain: Chemical factory fire injures 15 in Arganda del Rey
1493922705.0,bbc.com,Prince Philip to step down from carrying out royal engagements
1493915871.0,bbc.com,'Troops mistakenly' kill Somali minister
1493904567.0,bbc.com,Dust storm chokes Beijing and northern China - BBC News
1493913580.0,bbc.com,French election: Macron 'most convincing' in final debate
1493884356.0,bbc.com,India's top judges are questioning each others' sanity
1493861742.0,bbc.com,Trump tells Abbas 'very good chance' of Mid-East peace deal - BBC News
1493859021.0,bbc.com,Theresa May accuses EU of trying to affect UK election - BBC News
1493846784.0,bbc.com,Iran Golestan mine explosion: More than 50 trapped
1493833096.0,bbc.com,Brexit: UK will 'not pay 100bn euro divorce bill' says Davis
1493846340.0,bbc.com,Chinese diamond talks delegates 'hijack mic' in Taiwan protest - BBC News
1493850564.0,bbc.com,China announces tighter regulations for online news
1493824475.0,bbc.com,Brexit: UK will 'not pay €100bn divorce bill' says Davis - BBC News
1493818585.0,bbc.com,Kabul attack: Explosion on Nato convoy kills eight
1493804322.0,bbc.com,Trump and Putin: Syria ceasefire heads leaders' agenda
1493779802.0,bbc.com,"Female Islamic clerics in Indonesia have issued an unprecedented fatwa against child marriage, calling on the government to raise the minimum age from 16 to 18. It is not legally binding but will be influential, and was issued after a three-day congress of female clerics in the country."
1493782816.0,bbc.com,Paris art dealer 'forgets' €1.5m picture in taxi
1493789156.0,bbc.com,"Venezuelan protestors setup roadblocks as death toll rises to 28, condemning Maduro's call for a new constitution"
1493774466.0,bbc.com,Brexit: Theresa May says she'll be 'bloody difficult' to Juncker
1493772005.0,bbc.com,Sweden ends ID checks on 'The Bridge' with Denmark
1493786624.0,bbc.com,Czech Republic PM Sobotka says government to resign - BBC News
1493762241.0,bbc.com,Merkel presses Putin on gay rights - BBC News
1493762263.0,bbc.com,Syria war: More than 30 civilians and Kurdish fighters dead after an IS attack on displaced people's camp
1493754882.0,bbc.com,Ex-Celtic Boys Club coach accused of abuse tracked to US
1493757011.0,bbc.com,Alitalia to enter bankruptcy proceedings
1493739537.0,bbc.com,France election: Le Pen accused of plagiarising Fillon
1493726316.0,bbc.com,Australian government to build second Sydney airport
1493726729.0,bbc.com,US anti-missile system 'operational' in South Korea
